Index,ID,Coordinates,Block,Census Tract,Neighborhood,County,Closest Topic,Publication Date
366,65bd4e1e09a5af5fc9490189,"[-71.0638101, 42.3587772]",1005,20302,Beacon Hill,25,Local Politics,Fri Jul 07 15:39:55 EST 2023
367,65bd4e1e09a5af5fc949018a,"[-71.0351793, 42.3292022]",1006,981201,South Boston,25,Local Politics,Fri Jul 07 14:06:46 EST 2023
368,65bd4e1e09a5af5fc949018b,"[-71.0969052, 42.2647924]",3006,101001,Mattapan,25,Housing/Homelessness,Thu Jul 06 18:16:41 EST 2023
369,65bd4e1e09a5af5fc949018c,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Other,Thu Jul 06 16:43:53 EST 2023
370,65bd4e1e09a5af5fc949018d,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Healthcare,Thu Jul 06 15:36:16 EST 2023
371,65bd4e1e09a5af5fc949018e,"[-71.1084303, 42.3503433]",3005,10103,Fenway,25,Local Politics,Thu Jul 06 07:30:57 EST 2023
372,65bd4e1e09a5af5fc949018f,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Equity & Justice,Thu Jul 06 06:00:12 EST 2023
373,65bd4e1e09a5af5fc9490190,"[-71.0854325, 42.3284483]",5000,81700,Roxbury,25,Law Enforcement,Thu Apr 13 15:52:32 EST 2023
374,65bd4e1e09a5af5fc9490191,"[-71.0788285, 42.3494163]",3006,10600,Back Bay,25,Housing/Homelessness,Thu Apr 13 13:51:02 EST 2023
375,65bd4e1e09a5af5fc9490192,"[-71.5245087, 42.3056501]",1007,741101,,27,Other,Thu Apr 13 10:54:40 EST 2023
376,65bd4e1e09a5af5fc9490195,"[-71.0779964, 42.3394152]",1000,70902,South End,25,Housing/Homelessness,Wed Apr 12 10:46:56 EST 2023
377,65bd4e1e09a5af5fc9490196,"[-71.1084303, 42.3503433]",3005,10103,Fenway,25,Obituaries,Wed Apr 12 05:00:59 EST 2023
378,65bd4e1e09a5af5fc9490197,"[-71.0501177, 42.3571728]",1001,30301,Downtown,25,Other,Wed Mar 08 05:00:20 EST 2023
379,65bd4e1e09a5af5fc9490198,"[-71.06235869999999, 42.3595958]",1040,30302,Downtown,25,Healthcare,Tue Mar 07 16:44:25 EST 2023
380,65bd4e1e09a5af5fc9490199,"[-71.0638101, 42.3587772]",1005,20302,Beacon Hill,25,Law Enforcement,Tue Mar 07 16:31:54 EST 2023
381,65bd4e1e09a5af5fc949019a,"[-71.0788285, 42.3494163]",3006,10600,Back Bay,25,Politics/Elections,Tue Mar 07 14:44:19 EST 2023
382,65bd4e1e09a5af5fc949019b,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Equity & Justice,Tue Mar 07 10:03:02 EST 2023
383,65bd4e1e09a5af5fc949019c,"[-71.06939, 42.3561948]",1000,981700,Downtown,25,State Politics,Mon Mar 06 18:40:18 EST 2023
384,65bd4e1e09a5af5fc949019d,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Extremism,Mon Mar 06 17:41:00 EST 2023
385,65bd4e1e09a5af5fc949019e,"[-71.2031291, 42.297856]",2020,374000,,17,Housing/Homelessness,Mon Mar 06 16:41:47 EST 2023
386,65bd4e1e09a5af5fc949019f,"[-71.04011950000002, 42.3771315]",1000,50300,East Boston,25,Politics/Elections,Mon Mar 06 15:24:03 EST 2023
387,65bd4e1e09a5af5fc94901a0,"[-71.0923139, 42.346832]",1001,981800,Fenway,25,Sports,Mon Mar 06 14:00:55 EST 2023
388,65bd4e1e09a5af5fc94901a1,"[-71.1084303, 42.3503433]",3005,10103,Fenway,25,Addiction/Substance Use,Mon Mar 06 12:32:00 EST 2023
389,65bd4e1e09a5af5fc94901a2,"[-71.1084303, 42.3503433]",3005,10103,Fenway,25,Labor/Workforce,Mon Mar 06 10:03:57 EST 2023
390,65bd4e1e09a5af5fc94901a3,"[-71.0788285, 42.3494163]",3006,10600,Back Bay,25,Obituaries,Mon Mar 06 09:04:14 EST 2023
391,65bd4e1e09a5af5fc94901a4,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Poverty & hunger,Mon Mar 06 05:00:21 EST 2023
392,65bd4e1e09a5af5fc94901a5,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Local Politics,Sun Mar 05 21:36:18 EST 2023
393,65bd4e1e09a5af5fc94901a6,"[-71.05745399999999, 42.3587352]",1041,30302,Downtown,25,Native Americans,Sun Mar 05 20:23:39 EST 2023
394,65bd4e1e09a5af5fc94901a7,"[-71.06694, 42.3516729]",2002,70201,Downtown,25,Other,Fri Mar 10 08:12:21 EST 2023
395,65bd4e1e09a5af5fc94901a8,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,LGBTQ+,Thu Mar 09 17:37:21 EST 2023
396,65bd4e1e09a5af5fc94901a9,"[-71.0582731, 42.3603082]",1037,30302,Downtown,25,Local Politics,Thu Mar 09 17:04:12 EST 2023
397,65bd4e1e09a5af5fc94901aa,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Public Health,Thu Mar 09 12:50:51 EST 2023
398,65bd4e1e09a5af5fc94901ab,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Small Business,Thu Mar 09 12:00:27 EST 2023
399,65bd4e1e09a5af5fc94901ac,"[-71.0638101, 42.3587772]",1005,20302,Beacon Hill,25,Local Politics,Wed Mar 08 17:45:30 EST 2023
400,65bd4e1e09a5af5fc94901ad,"[-71.0475482, 42.3451493]",1001,60602,South Boston Waterfront,25,Civil Rights,Wed Mar 08 13:55:42 EST 2023
401,65bd4e1e09a5af5fc94901ae,"[-71.303754, 42.118843]",3000,409101,,21,Education,Tue Jun 20 05:00:16 EST 2023
402,65bd4e1e09a5af5fc94901af,"[-71.1084303, 42.3503433]",3005,10103,Fenway,25,State Politics,Fri Jun 16 18:52:59 EST 2023
403,65bd4e1e09a5af5fc94901b0,"[-71.0582731, 42.3603082]",1037,30302,Downtown,25,Local Politics,Fri Jun 16 18:45:06 EST 2023
404,65bd4e1e09a5af5fc94901b1,"[-71.068255, 42.36257000000001]",1008,20301,Beacon Hill,25,Families,Fri Jun 16 15:46:29 EST 2023
405,65bd4e1e09a5af5fc94901b2,"[-71.0201972, 42.3665992]",1044,981300,East Boston,25,Homeland Security,Fri Jun 16 13:22:55 EST 2023
406,65bd4e1e09a5af5fc94901b3,"[-71.0979556, 42.3620057]",1013,353101,,17,State Politics,Thu May 25 20:22:03 EST 2023
407,65bd4e1e09a5af5fc94901b4,"[-71.0586485, 42.364381]",1006,20304,West End,25,Other,Thu May 25 16:00:28 EST 2023
408,65bd4e1e09a5af5fc94901b5,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Technology,Thu May 25 14:57:29 EST 2023
409,65bd4e1e09a5af5fc94901b6,"[-71.054238, 42.374754]",3001,40801,Charlestown,25,Higher Education,Thu May 25 14:57:13 EST 2023
410,65bd4e1e09a5af5fc94901b7,"[-71.068767, 42.36256789999999]",1008,20301,Beacon Hill,25,Aging/Seniors,Thu May 25 13:59:57 EST 2023
411,65bd4e1e09a5af5fc94901b8,"[-71.1141118, 42.3132414]",4011,120400,Jamaica Plain,25,Local Politics,Wed May 24 18:19:30 EST 2023
412,65bd4e1e09a5af5fc94901b9,"[-71.061756, 42.358492]",1046,30302,Downtown,25,Mental Health,Wed May 24 17:05:36 EST 2023
413,65bd4e1e09a5af5fc94901ba,"[-71.56613899999999, 42.39173599999999]",2014,322400,,17,Immigration,Wed May 24 15:40:48 EST 2023
414,65bd4e1e09a5af5fc94901bb,"[-71.05991709999999, 42.2979745]",4008,92101,Dorchester,25,Equity & Justice,Wed May 24 12:05:47 EST 2023
415,65bd4e1e09a5af5fc94901bc,"[-71.1084303, 42.3503433]",3005,10103,Fenway,25,Other,Tue May 23 16:42:27 EST 2023
416,65bd4e1e09a5af5fc94901bd,"[-71.0594338, 42.3554958]",3002,70104,South Boston,25,LGBTQ+,Tue May 23 14:34:46 EST 2023
417,65bd4e1e09a5af5fc94901be,"[-71.1054497, 42.3375076]",5006,81001,Longwood,25,LGBTQ+,Tue May 23 06:01:16 EST 2023
418,65bd4e1e09a5af5fc94901bf,"[-71.0752808, 42.3418149]",2002,70502,South End,25,Obituaries,Mon May 22 17:44:07 EST 2023
419,65bd4e1e09a5af5fc94901c0,"[-71.0733625, 42.3352499]",1001,71101,Roxbury,25,Other,Mon May 22 17:15:40 EST 2023
420,65bd4e1e09a5af5fc94901c1,"[-71.0765558, 42.350008]",1011,10702,Back Bay,25,Other,Sun Feb 26 19:58:32 EST 2023
421,65bd4e1e09a5af5fc94901c2,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Other,Sun Feb 26 04:02:00 EST 2023
422,65bd4e1e09a5af5fc94901c3,"[-71.0640533, 42.3174634]",3000,91200,Dorchester,25,Other,Fri Feb 24 18:45:22 EST 2023
423,65bd4e1e09a5af5fc94901c4,"[-71.063803, 42.3587596]",1005,20302,Beacon Hill,25,Politics/Elections,Fri Feb 24 16:32:42 EST 2023
424,65bd4e1e09a5af5fc94901c5,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Politics/Elections,Fri Feb 24 16:32:14 EST 2023
425,65bd4e1e09a5af5fc94901c6,"[-71.0788285, 42.3494163]",3006,10600,Back Bay,25,Obituaries,Fri Feb 24 15:51:35 EST 2023
426,65bd4e1e09a5af5fc94901c7,"[-71.0419953, 42.3141992]",2011,90901,South Boston,25,Equity & Justice,Fri Feb 24 14:21:04 EST 2023
427,65bd4e1e09a5af5fc94901c8,"[-71.094048, 42.339381]",1000,10300,Fenway,25,Arts & Culture,Fri Feb 24 12:26:52 EST 2023
428,65bd4e1e09a5af5fc94901c9,"[-71.0779964, 42.3394152]",1000,70902,South End,25,Addiction/Substance Use,Fri Feb 24 10:25:15 EST 2023
429,65bd4e1e09a5af5fc94901ca,"[-71.0287709, 42.2775853]",2003,417502,,21,Local Politics,Wed May 03 10:48:35 EST 2023
430,65bd4e1e09a5af5fc94901cb,"[-71.1057604, 42.34909409999999]",1006,10103,Fenway,25,Childcare,Tue May 02 17:00:17 EST 2023
431,65bd4e1e09a5af5fc94901cc,"[-71.0611924, 42.3591924]",1038,30302,Downtown,25,Taxes,Tue May 02 11:41:32 EST 2023
432,65bd4e1e09a5af5fc94901cd,"[-71.0979556, 42.3620057]",1013,353101,,17,Housing/Homelessness,Tue May 02 11:26:43 EST 2023
433,65bd4e1e09a5af5fc94901ce,"[-71.0657256, 42.3550897]",1000,981700,Downtown,25,Obituaries,Thu Mar 02 07:07:13 EST 2023
434,65bd4e1e09a5af5fc94901cf,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Taxes,Wed Mar 01 18:06:02 EST 2023
435,65bd4e1e09a5af5fc94901d0,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Equity & Justice,Wed Mar 01 17:55:35 EST 2023
436,65bd4e1e09a5af5fc94901d1,"[-71.0834538, 42.3286377]",5000,81700,Roxbury,25,Obituaries,Wed Mar 01 17:10:34 EST 2023
437,65bd4e1e09a5af5fc94901d2,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Other,Wed Mar 01 12:05:59 EST 2023
438,65bd4e1e09a5af5fc94901d3,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Families,Wed Mar 01 11:25:13 EST 2023
439,65bd4e1e09a5af5fc94901d4,"[-71.1084303, 42.3503433]",3005,10103,Fenway,25,Other,Fri May 26 17:15:36 EST 2023
440,65bd4e1e09a5af5fc94901d5,"[-71.09355839999999, 42.359143]",2003,353102,,17,Local Politics,Fri May 26 16:50:34 EST 2023
441,65bd4e1e09a5af5fc94901d6,"[-71.0657256, 42.3550897]",1000,981700,Downtown,25,Veterans Affairs,Fri May 26 13:35:36 EST 2023
442,65bd4e1e09a5af5fc94901d7,"[-71.058306, 42.354208]",2030,70104,South Boston,25,Housing/Homelessness,Fri May 26 13:19:15 EST 2023
443,65bd4e1e09a5af5fc94901d8,"[-71.14604349999999, 42.3495825]",1003,603,Brighton,25,Local Politics,Mon Jul 10 18:05:40 EST 2023
444,65bd4e1e09a5af5fc94901d9,"[-71.0571751, 42.3618916]",1004,30302,Downtown,25,Immigration,Mon Jul 10 17:33:47 EST 2023
445,65bd4e1e09a5af5fc94901da,"[-71.1084303, 42.3503433]",3005,10103,Fenway,25,Local Politics,Mon Jul 10 13:49:03 EST 2023
446,65bd4e1e09a5af5fc94901db,"[-71.09355839999999, 42.359143]",2003,353102,,17,Weather,Mon Jul 10 12:06:57 EST 2023
447,65bd4e1e09a5af5fc94901dc,"[-71.0611924, 42.3591924]",1038,30302,Downtown,25,Law Enforcement,Mon May 22 15:29:32 EST 2023
448,65bd4e1e09a5af5fc94901dd,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Politics/Elections,Mon May 22 14:38:56 EST 2023
449,65bd4e1e09a5af5fc94901de,"[-71.0638101, 42.3587772]",1005,20302,Beacon Hill,25,Politics/Elections,Tue Mar 14 11:05:35 EST 2023
450,65bd4e1e09a5af5fc94901df,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Housing/Homelessness,Mon Mar 13 18:58:46 EST 2023
451,65bd4e1e09a5af5fc94901e0,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Politics/Elections,Mon Mar 13 15:17:25 EST 2023
452,65bd4e1e09a5af5fc94901e1,"[-71.0582731, 42.3603082]",1037,30302,Downtown,25,Local Politics,Mon Mar 13 14:39:34 EST 2023
453,65bd4e1e09a5af5fc94901e2,"[-71.1232582, 42.3913695]",1004,354700,,17,Infrastructure,Mon Mar 13 13:01:18 EST 2023
454,65bd4e1e09a5af5fc94901e3,"[-71.0419953, 42.3141992]",2011,90901,South Boston,25,Politics/Elections,Fri Mar 10 17:20:34 EST 2023
455,65bd4e1e09a5af5fc94901e4,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Immigration,Fri Mar 10 16:59:49 EST 2023
456,65bd4e1e09a5af5fc94901e5,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Local Politics,Fri Mar 10 16:56:24 EST 2023
457,65bd4e1e09a5af5fc94901e6,"[-71.0733625, 42.3352499]",1001,71101,Roxbury,25,Local Politics,Fri Mar 10 16:29:46 EST 2023
458,65bd4e1e09a5af5fc94901e7,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,State Politics,Mon May 01 15:37:15 EST 2023
459,65bd4e1e09a5af5fc94901e8,"[-71.0657256, 42.3550897]",1000,981700,Downtown,25,Local Politics,Mon May 01 14:07:12 EST 2023
460,65bd4e1e09a5af5fc94901e9,"[-71.1182488, 42.3744368]",3001,353700,,17,Arts & Culture,Fri Apr 28 17:03:02 EST 2023
461,65bd4e1e09a5af5fc94901ea,"[-71.1028877, 42.3323159]",3002,80900,Longwood,25,Local Politics,Fri Apr 28 10:52:55 EST 2023
462,65bd4e1e09a5af5fc94901eb,"[-71.0715179, 42.3509178]",3000,70302,Downtown,25,Mental Health,Thu Apr 27 18:47:37 EST 2023
463,65bd4e1e09a5af5fc94901ec,"[-71.094048, 42.339381]",1000,10300,Fenway,25,Local Politics,Tue Mar 14 16:16:03 EST 2023
464,65bd4e1e09a5af5fc94901ed,"[-71.1084303, 42.3503433]",3005,10103,Fenway,25,Other,Tue Mar 14 13:18:07 EST 2023
465,65bd4e1e09a5af5fc94901ee,"[-71.2107408, 42.4832353]",1003,332401,,17,Labor/Workforce,Thu Mar 16 18:01:15 EST 2023
466,65bd4e1e09a5af5fc94901ef,"[-71.0638101, 42.3587772]",1005,20302,Beacon Hill,25,Housing/Homelessness,Thu Mar 16 16:07:21 EST 2023
467,65bd4e1e09a5af5fc94901f0,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Labor/Workforce,Thu Mar 16 16:02:33 EST 2023
468,65bd4e1e09a5af5fc94901f1,"[-71.0638101, 42.3587772]",1005,20302,Beacon Hill,25,Gender issues,Thu Mar 16 13:58:00 EST 2023
469,65bd4e1e09a5af5fc94901f2,"[-71.0201972, 42.3665992]",1044,981300,East Boston,25,Homeland Security,Thu Mar 16 13:48:01 EST 2023
470,65bd4e1e09a5af5fc94901f3,"[-71.10245259999999, 42.3354472]",5008,81001,Longwood,25,Public Health,Thu Mar 16 12:19:56 EST 2023
471,65bd4e1e09a5af5fc94901f4,"[-71.068767, 42.36256789999999]",1008,20301,Beacon Hill,25,Childcare,Thu Mar 16 05:00:34 EST 2023
472,65bd4e1e09a5af5fc94901f5,"[-71.0851516, 42.3432197]",1006,10500,Back Bay,25,Other,Wed Mar 15 18:33:52 EST 2023
473,65bd4e1e09a5af5fc94901f6,"[-71.0699411, 42.3409711]",1007,71201,South End,25,Sports,Wed Mar 15 17:44:40 EST 2023
474,65bd4e1e09a5af5fc94901f7,"[-71.0456735, 42.3354829]",5007,60501,South Boston,25,Housing/Homelessness,Wed Mar 15 16:49:16 EST 2023
475,65bd4e1e09a5af5fc94901f8,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Local Politics,Mon Apr 10 20:18:33 EST 2023
476,65bd4e1e09a5af5fc94901f9,"[-71.0638101, 42.3587772]",1005,20302,Beacon Hill,25,State Politics,Mon Apr 10 16:42:50 EST 2023
477,65bd4e1e09a5af5fc94901fa,"[-71.06694, 42.3516729]",2002,70201,Downtown,25,Race,Mon Apr 10 11:01:03 EST 2023
478,65bd4e1e09a5af5fc94901fb,"[-71.0705633, 42.3407288]",4000,71201,South End,25,Equity & Justice,Mon Apr 10 10:30:34 EST 2023
479,65bd4e1e09a5af5fc94901fc,"[-71.061228, 42.3568234]",1006,70102,Downtown,25,Politics/Elections,Fri Apr 28 14:54:06 EST 2023
480,65bd4e1e09a5af5fc94901fd,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Other,Thu Apr 27 18:03:30 EST 2023
481,65bd4e1e09a5af5fc94901fe,"[-71.1489856, 42.336197]",1006,502,Brighton,25,Other,Fri Mar 10 15:52:56 EST 2023
482,65bd4e1e09a5af5fc94901ff,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Arts & Culture,Fri Mar 10 15:48:17 EST 2023
483,65bd4e1e09a5af5fc9490200,"[-71.0638101, 42.3587772]",1005,20302,Beacon Hill,25,Childcare,Fri Mar 10 13:26:51 EST 2023
484,65bd4e1e09a5af5fc9490201,"[-71.06694, 42.3516729]",2002,70201,Downtown,25,Other,Fri Mar 10 08:12:21 EST 2023
485,65bd4e1e09a5af5fc9490202,"[-71.1084303, 42.3503433]",3005,10103,Fenway,25,Local Politics,Tue Apr 25 05:00:39 EST 2023
486,65bd4e1e09a5af5fc9490203,"[-71.1084303, 42.3503433]",3005,10103,Fenway,25,Other,Mon Apr 24 15:42:04 EST 2023
487,65bd4e1e09a5af5fc9490204,"[-71.1084303, 42.3503433]",3005,10103,Fenway,25,Law Enforcement,Mon Apr 24 11:02:53 EST 2023
488,65bd4e1e09a5af5fc9490205,"[-71.1112232, 42.365534]",3005,359400,,17,Local Politics,Fri Apr 21 17:48:14 EST 2023
489,65bd4e1e09a5af5fc9490206,"[-71.064123, 42.3529189]",3000,70102,Downtown,25,LGBTQ+,Fri Apr 21 17:45:05 EST 2023
490,65bd4e1e09a5af5fc9490207,"[-71.09762239999999, 42.3197771]",2005,81302,Roxbury,25,Accessiblity/Disablity,Fri Apr 21 17:21:54 EST 2023
491,65bd4e1e09a5af5fc9490208,"[-71.087395, 42.34699]",1002,10500,Back Bay,25,Other,Fri Apr 21 16:45:32 EST 2023
492,65bd4e1e09a5af5fc9490209,"[-71.0657256, 42.3550897]",1000,981700,Downtown,25,LGBTQ+,Fri Apr 21 16:28:45 EST 2023
493,65bd4e1e09a5af5fc949020a,"[-71.1084303, 42.3503433]",3005,10103,Fenway,25,Healthcare,Wed May 17 05:00:13 EST 2023
494,65bd4e1e09a5af5fc949020b,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Housing/Homelessness,Tue May 16 16:53:28 EST 2023
495,65bd4e1e09a5af5fc949020c,"[-71.0201972, 42.3665992]",1044,981300,East Boston,25,Weather,Tue May 16 11:59:48 EST 2023
496,65bd4e1e09a5af5fc949020d,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Law Enforcement,Tue May 16 10:34:07 EST 2023
497,65bd4e1e09a5af5fc949020e,"[-71.06694, 42.3516729]",2002,70201,Downtown,25,Crime,Tue May 16 10:23:48 EST 2023
498,65bd4e1e09a5af5fc949020f,"[-71.05893929999999, 42.3600757]",1037,30302,Downtown,25,Local Politics,Mon May 15 19:19:46 EST 2023
499,65bd4e1e09a5af5fc9490210,"[-71.09355839999999, 42.359143]",2003,353102,,17,Equity & Justice,Mon May 15 17:33:51 EST 2023
500,65bd4e1e09a5af5fc9490211,"[-71.1027361, 42.3063988]",2000,120201,Jamaica Plain,25,Local Politics,Fri May 12 21:33:50 EST 2023
501,65bd4e1e09a5af5fc9490212,"[-71.057993, 42.360406]",1037,30302,Downtown,25,Local Politics,Fri May 12 15:59:12 EST 2023
502,65bd4e1e09a5af5fc9490213,"[-71.1044036, 42.3748655]",2000,352900,,17,Public Health,Fri May 12 15:49:27 EST 2023
503,65bd4e1e09a5af5fc9490214,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Other,Thu Apr 06 11:42:28 EST 2023
504,65bd4e1e09a5af5fc9490215,"[-71.0972178, 42.3466764]",1001,10206,Fenway,25,Race,Thu Apr 06 10:28:56 EST 2023
505,65bd4e1e09a5af5fc9490216,"[-71.0715871, 42.3353774]",4004,71101,Roxbury,25,Housing/Homelessness,Thu Mar 23 12:03:44 EST 2023
506,65bd4e1e09a5af5fc9490217,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Other,Thu May 18 12:28:56 EST 2023
507,65bd4e1e09a5af5fc9490218,"[-71.3824374, 42.4072107]",4009,365100,,17,Other,Thu May 18 09:18:51 EST 2023
508,65bd4e1e09a5af5fc949021a,"[-71.0638101, 42.3587772]",1005,20302,Beacon Hill,25,State Politics,Fri May 12 15:30:57 EST 2023
509,65bd4e1e09a5af5fc949021b,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Mental Health,Fri May 12 12:05:24 EST 2023
510,65bd4e1e09a5af5fc949021c,"[-71.0611924, 42.3591924]",1038,30302,Downtown,25,Mental Health,Thu Aug 03 16:07:06 EST 2023
511,65bd4e1e09a5af5fc949021d,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Other,Tue Jul 18 07:27:33 EST 2023
512,65bd4e1e09a5af5fc949021e,"[-71.0254241, 42.3800079]",1011,50901,East Boston,25,Healthcare,Mon Jul 17 17:32:21 EST 2023
513,65bd4e1e09a5af5fc949021f,"[-71.09355839999999, 42.359143]",2003,353102,,17,Local Politics,Mon Jul 17 16:34:41 EST 2023
514,65bd4e1e09a5af5fc9490220,"[-71.148182, 42.357122]",2032,102,Allston,25,Local Politics,Mon Jul 17 12:29:58 EST 2023
515,65bd4e1e09a5af5fc9490221,"[-71.0638101, 42.3587772]",1005,20302,Beacon Hill,25,Housing/Homelessness,Thu Mar 02 18:22:54 EST 2023
516,65bd4e1e09a5af5fc9490222,"[-71.0774615, 42.3483206]",3003,10600,Back Bay,25,Taxes,Thu Mar 02 16:35:58 EST 2023
517,65bd4e1e09a5af5fc9490223,"[-71.0788285, 42.3494163]",3006,10600,Back Bay,25,Politics/Elections,Thu Mar 02 16:15:32 EST 2023
518,65bd4e1e09a5af5fc9490224,"[-71.0645177, 42.34319869999999]",2002,71201,South End,25,Housing/Homelessness,Thu Mar 02 14:41:22 EST 2023
519,65bd4e1e09a5af5fc9490225,"[-71.0660705, 42.3340225]",1002,80100,South Boston,25,Poverty & hunger,Thu Mar 02 14:26:55 EST 2023
520,65bd4e1e09a5af5fc9490226,"[-71.0657256, 42.3550897]",1000,981700,Downtown,25,Aging/Seniors,Thu Mar 02 11:43:58 EST 2023
521,65bd4e1e09a5af5fc9490227,"[-71.0638101, 42.3587772]",1005,20302,Beacon Hill,25,Politics/Elections,Fri Mar 03 17:45:52 EST 2023
522,65bd4e1e09a5af5fc9490228,"[-71.0898892, 42.339904]",1003,10405,Fenway,25,Local Politics,Fri Mar 03 17:31:37 EST 2023
523,65bd4e1e09a5af5fc9490229,"[-71.0352095, 42.3735193]",1003,50700,East Boston,25,Poverty & hunger,Fri Mar 03 15:40:17 EST 2023
524,65bd4e1e09a5af5fc949022a,"[-71.1084303, 42.3503433]",3005,10103,Fenway,25,Local Politics,Fri Mar 03 14:24:40 EST 2023
525,65bd4e1e09a5af5fc949022b,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Housing/Homelessness,Thu Feb 23 13:43:41 EST 2023
526,65bd4e1e09a5af5fc949022c,"[-71.09355839999999, 42.359143]",2003,353102,,17,Local Politics,Thu Feb 23 10:00:29 EST 2023
527,65bd4e1e09a5af5fc949022d,"[-71.1084303, 42.3503433]",3005,10103,Fenway,25,State Politics,Wed Feb 22 18:09:22 EST 2023
528,65bd4e1e09a5af5fc949022e,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Philanthropy/Nonprofits,Wed Feb 22 15:57:50 EST 2023
529,65bd4e1e09a5af5fc949022f,"[-71.1084303, 42.3503433]",3005,10103,Fenway,25,Politics/Elections,Wed Feb 22 12:30:05 EST 2023
530,65bd4e1e09a5af5fc9490230,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Labor/Workforce,Mon Apr 03 16:21:37 EST 2023
531,65bd4e1e09a5af5fc9490231,"[-71.06694, 42.3516729]",2002,70201,Downtown,25,Local Politics,Mon Apr 03 10:24:43 EST 2023
532,65bd4e1e09a5af5fc9490232,"[-71.0866763, 42.3105826]",1002,82100,Roxbury,25,Other,Mon Apr 03 05:00:53 EST 2023
533,65bd4e1e09a5af5fc9490233,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Politics/Elections,Fri Mar 31 15:51:07 EST 2023
534,65bd4e1e09a5af5fc9490234,"[-71.0474619, 42.28246120000001]",3004,100700,Dorchester,25,Obituaries,Tue Apr 11 18:17:01 EST 2023
535,65bd4e1e09a5af5fc9490235,"[-71.09355839999999, 42.359143]",2003,353102,,17,Extremism,Thu Mar 23 18:11:08 EST 2023
536,65bd4e1e09a5af5fc9490236,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Immigration,Thu Mar 23 17:06:22 EST 2023
537,65bd4e1e09a5af5fc9490237,"[-71.2689461, 42.5584218]",4010,316102,,17,Housing/Homelessness,Thu Mar 23 16:25:17 EST 2023
538,65bd4e1e09a5af5fc9490238,"[-71.04214429999999, 42.3462519]",1028,60603,South Boston Waterfront,25,Civil Rights,Tue Aug 01 09:03:26 EST 2023
539,65bd4e1e09a5af5fc9490239,"[-71.08065500000001, 42.2797616]",3008,100300,Dorchester,25,Other,Tue Aug 01 08:14:25 EST 2023
540,65bd4e1e09a5af5fc949023a,"[-71.0934069, 42.2761307]",2008,101102,Mattapan,25,Local Politics,Tue Aug 01 05:00:07 EST 2023
541,65bd4e1e09a5af5fc949023b,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,State Politics,Mon Jul 31 18:41:15 EST 2023
542,65bd4e1e09a5af5fc949023c,"[-71.1084303, 42.3503433]",3005,10103,Fenway,25,Higher Education,Mon Jul 31 17:21:19 EST 2023
543,65bd4e1e09a5af5fc949023d,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Housing/Homelessness,Mon Jul 31 14:54:55 EST 2023
544,65bd4e1e09a5af5fc949023e,"[-71.0638101, 42.3587772]",1005,20302,Beacon Hill,25,Local Politics,Mon Jul 31 05:00:47 EST 2023
545,65bd4e1e09a5af5fc949023f,"[-71.0588801, 42.3600825]",1037,30302,Downtown,25,Aging/Seniors,Mon Jul 31 05:00:00 EST 2023
